Model,Pollutant,MSE,MAE,RMSE,R-squared,MAPE,MBD,sMAPE
RexNet,PM10,0.005510598512386986,0.06446628906388778,0.07423340563645849,0.7400294482909848,16.81134497610617,-0.038211148319595115,17.80860903953155
RexNet,SO2,0.00963032386882494,0.07083022706635796,0.09813421354871572,0.5153378310253767,21.233451925070806,-0.06448277393789323,25.252469493481343
RexNet,CO,0.016657114897349598,0.10194644811274214,0.12906244572821948,-0.6393378930819293,inf,-0.08004195082754201,59.636188188164915
RexNet,O3,0.009089039947354306,0.06825535760533849,0.09533645654918325,0.9140019085825829,15.133250264201045,-0.03747582776501687,14.730588684285674
RexNet,NO2,0.005957877808440446,0.056140339159550356,0.07718729045924884,0.3206442862196438,inf,0.024089577130565587,65.5223886307565
RexNet_Attention,PM2.5,0.016723436549516597,0.1096647055698372,0.12931912677371665,0.18933063048668075,19.250066090642424,-0.10957914270477165,22.352417950362337
RexNet_Attention,PM10,0.011528436879841427,0.09515115188192452,0.10737055871998351,0.45612911387791855,27.567195979181104,-0.09490475384220635,34.92645371494727
RexNet_Attention,SO2,0.008683372977437176,0.0714971128985273,0.09318461770827402,0.562994719743123,22.027498091637423,0.013328363849103653,20.52064744416238
RexNet_Attention,CO,0.004949148825494343,0.057024331299554434,0.07035018710347786,0.5129212196629709,inf,-0.01953580759565192,30.192400353629825
RexNet_Attention,O3,0.018103074916398246,0.10160806670792616,0.13454766782221922,0.8287134944268851,20.420499219349473,-0.051147486253368776,19.553971979044505
RexNet_Attention,NO2,0.0061355610885804514,0.061102983120143124,0.07832982247254523,0.3003836908386275,inf,-0.028804972480556273,82.39103804963071
